data,dia_semana,hora,altura_m,tipo_mare
2025-09-06,Sábado,03:16,2.43,Preamar
2025-09-06,Sábado,09:27,0.27,Baixa-mar
2025-09-06,Sábado,15:46,2.36,Preamar
2025-09-06,Sábado,21:42,0.32,Baixa-mar
2025-09-22,Segunda-feira,04:32,2.48,Preamar
2025-09-22,Segunda-feira,10:34,0.29,Baixa-mar
2025-09-22,Segunda-feira,16:47,2.39,Preamar
2025-09-22,Segunda-feira,22:44,0.3,Baixa-mar
2025-09-07,Domingo,03:55,2.57,Preamar
2025-09-07,Domingo,10:04,0.16,Baixa-mar
2025-09-07,Domingo,16:19,2.47,Preamar
2025-09-07,Domingo,22:17,0.2,Baixa-mar
2025-09-23,Terça-feira,05:01,2.44,Preamar
2025-09-23,Terça-feira,11:02,0.33,Baixa-mar
2025-09-23,Terça-feira,17:14,2.37,Preamar
2025-09-23,Terça-feira,23:10,0.33,Baixa-mar
2025-09-08,Segunda-feira,04:32,2.65,Preamar
2025-09-08,Segunda-feira,10:42,0.1,Baixa-mar
2025-09-08,Segunda-feira,16:59,2.53,Preamar
2025-09-08,Segunda-feira,22:57,0.14,Baixa-mar
2025-09-24,Quarta-feira,05:29,2.37,Preamar
2025-09-24,Quarta-feira,11:29,0.41,Baixa-mar
2025-09-24,Quarta-feira,17:44,2.32,Preamar
2025-09-24,Quarta-feira,23:40,0.41,Baixa-mar
2025-09-09,Terça-feira,05:10,2.68,Preamar
2025-09-09,Terça-feira,11:17,0.11,Baixa-mar
2025-09-09,Terça-feira,17:34,2.53,Preamar
2025-09-09,Terça-feira,23:34,0.15,Baixa-mar
2025-09-25,Quinta-feira,05:59,2.26,Preamar
2025-09-25,Quinta-feira,11:57,0.51,Baixa-mar
2025-09-25,Quinta-feira,18:10,2.23,Preamar
2025-09-10,Quarta-feira,05:51,2.63,Preamar
2025-09-10,Quarta-feira,11:59,0.19,Baixa-mar
2025-09-10,Quarta-feira,18:14,2.47,Preamar
2025-09-26,Sexta-feira,00:08,0.52,Baixa-mar
2025-09-26,Sexta-feira,06:29,2.12,Preamar
2025-09-26,Sexta-feira,12:21,0.64,Baixa-mar
2025-09-26,Sexta-feira,18:42,2.11,Preamar
2025-09-11,Quinta-feira,00:14,0.22,Baixa-mar
2025-09-11,Quinta-feira,06:34,2.5,Preamar
2025-09-11,Quinta-feira,12:38,0.34,Baixa-mar
2025-09-11,Quinta-feira,18:57,2.36,Preamar
2025-09-27,Sábado,00:42,0.66,Baixa-mar
2025-09-27,Sábado,07:02,1.96,Preamar
2025-09-27,Sábado,12:53,0.79,Baixa-mar
2025-09-27,Sábado,19:16,1.98,Preamar
2025-09-12,Sexta-feira,01:01,0.37,Baixa-mar
2025-09-12,Sexta-feira,07:23,2.32,Preamar
2025-09-12,Sexta-feira,13:21,0.54,Baixa-mar
2025-09-12,Sexta-feira,19:44,2.2,Preamar
2025-09-28,Domingo,01:19,0.81,Baixa-mar
2025-09-28,Domingo,07:49,1.81,Preamar
2025-09-28,Domingo,13:34,0.95,Baixa-mar
2025-09-28,Domingo,20:06,1.84,Preamar
2025-09-13,Sábado,01:55,0.56,Baixa-mar
2025-09-13,Sábado,08:19,2.1,Preamar
2025-09-13,Sábado,14:16,0.76,Baixa-mar
2025-09-13,Sábado,20:47,2.03,Preamar
2025-09-29,Segunda-feira,02:21,0.96,Baixa-mar
2025-09-29,Segunda-feira,08:53,1.67,Preamar
2025-09-29,Segunda-feira,14:46,1.08,Baixa-mar
2025-09-29,Segunda-feira,21:21,1.75,Preamar
2025-09-14,Domingo,03:10,0.74,Baixa-mar
2025-09-14,Domingo,09:32,1.91,Preamar
2025-09-14,Domingo,15:40,0.94,Baixa-mar
2025-09-14,Domingo,22:06,1.92,Preamar
2025-09-30,Terça-feira,04:06,1.01,Baixa-mar
2025-09-30,Terça-feira,10:32,1.63,Preamar
2025-09-30,Terça-feira,16:47,1.09,Baixa-mar
2025-09-30,Terça-feira,22:59,1.77,Preamar
2025-09-15,Segunda-feira,04:53,0.81,Baixa-mar
2025-09-15,Segunda-feira,11:10,1.82,Preamar
2025-09-15,Segunda-feira,17:27,0.97,Baixa-mar
2025-09-15,Segunda-feira,23:47,1.93,Preamar
2025-09-16,Terça-feira,06:29,0.74,Baixa-mar
2025-09-16,Terça-feira,12:49,1.89,Preamar
2025-09-16,Terça-feira,18:53,0.87,Baixa-mar
2025-10-01,Quarta-feira,05:44,0.92,Baixa-mar
2025-10-01,Quarta-feira,12:04,1.73,Preamar
2025-10-01,Quarta-feira,18:04,0.97,Baixa-mar
2025-10-17,Sexta-feira,01:47,2.17,Preamar
2025-10-17,Sexta-feira,07:59,0.45,Baixa-mar
2025-10-17,Sexta-feira,14:12,2.13,Preamar
2025-10-17,Sexta-feira,20:10,0.54,Baixa-mar
2025-10-02,Quinta-feira,00:14,1.9,Preamar
2025-10-02,Quinta-feira,06:47,0.75,Baixa-mar
2025-10-02,Quinta-feira,13:04,1.9,Preamar
2025-10-02,Quinta-feira,19:02,0.79,Baixa-mar
2025-10-18,Sábado,02:29,2.26,Preamar
2025-10-18,Sábado,08:36,0.39,Baixa-mar
2025-10-18,Sábado,14:49,2.21,Preamar
2025-10-18,Sábado,20:46,0.44,Baixa-mar
2025-10-03,Sexta-feira,01:12,2.09,Preamar
2025-10-03,Sexta-feira,07:34,0.56,Baixa-mar
2025-10-03,Sexta-feira,13:49,2.09,Preamar
2025-10-03,Sexta-feira,19:49,0.58,Baixa-mar
2025-10-19,Domingo,03:02,2.32,Preamar
2025-10-19,Domingo,09:04,0.35,Baixa-mar
2025-10-19,Domingo,15:21,2.27,Preamar
2025-10-19,Domingo,21:16,0.37,Baixa-mar
2025-10-04,Sábado,02:01,2.28,Preamar
2025-10-04,Sábado,08:14,0.37,Baixa-mar
2025-10-04,Sábado,14:29,2.27,Preamar
2025-10-04,Sábado,20:29,0.38,Baixa-mar
2025-10-20,Segunda-feira,03:34,2.34,Preamar
2025-10-20,Segunda-feira,09:34,0.34,Baixa-mar
2025-10-20,Segunda-feira,15:49,2.31,Preamar
2025-10-20,Segunda-feira,21:49,0.33,Baixa-mar
2025-10-05,Domingo,02:42,2.46,Preamar
2025-10-05,Domingo,08:55,0.21,Baixa-mar
2025-10-05,Domingo,15:08,2.42,Preamar
2025-10-05,Domingo,21:08,0.21,Baixa-mar
2025-10-21,Terça-feira,04:04,2.33,Preamar
2025-10-21,Terça-feira,10:02,0.36,Baixa-mar
2025-10-21,Terça-feira,16:16,2.32,Preamar
2025-10-21,Terça-feira,22:16,0.32,Baixa-mar
2025-10-06,Segunda-feira,03:23,2.6,Preamar
2025-10-06,Segunda-feira,09:32,0.11,Baixa-mar
2025-10-06,Segunda-feira,15:49,2.54,Preamar
2025-10-06,Segunda-feira,21:51,0.09,Baixa-mar
2025-10-22,Quarta-feira,04:34,2.29,Preamar
2025-10-22,Quarta-feira,10:31,0.39,Baixa-mar
2025-10-22,Quarta-feira,16:46,2.3,Preamar
2025-10-22,Quarta-feira,22:47,0.35,Baixa-mar
2025-10-07,Terça-feira,04:04,2.67,Preamar
2025-10-07,Terça-feira,10:10,0.06,Baixa-mar
2025-10-07,Terça-feira,16:27,2.6,Preamar
2025-10-07,Terça-feira,22:31,0.03,Baixa-mar
2025-10-23,Quinta-feira,05:02,2.22,Preamar
2025-10-23,Quinta-feira,10:59,0.45,Baixa-mar
2025-10-23,Quinta-feira,17:12,2.26,Preamar
2025-10-23,Quinta-feira,23:14,0.42,Baixa-mar
2025-10-08,Quarta-feira,04:49,2.68,Preamar
2025-10-08,Quarta-feira,10:53,0.09,Baixa-mar
2025-10-08,Quarta-feira,17:08,2.59,Preamar
2025-10-08,Quarta-feira,23:12,0.05,Baixa-mar
2025-10-24,Sexta-feira,05:31,2.13,Preamar
2025-10-24,Sexta-feira,11:25,0.54,Baixa-mar
2025-10-24,Sexta-feira,17:44,2.18,Preamar
2025-10-24,Sexta-feira,23:46,0.51,Baixa-mar
2025-10-09,Quinta-feira,05:31,2.6,Preamar
2025-10-09,Quinta-feira,11:34,0.19,Baixa-mar
2025-10-09,Quinta-feira,17:53,2.52,Preamar
2025-10-25,Sábado,06:02,2.01,Preamar
2025-10-25,Sábado,11:55,0.65,Baixa-mar
2025-10-25,Sábado,18:12,2.08,Preamar
2025-10-10,Sexta-feira,00:01,0.15,Baixa-mar
2025-10-10,Sexta-feira,06:17,2.45,Preamar
2025-10-10,Sexta-feira,12:17,0.35,Baixa-mar
2025-10-10,Sexta-feira,18:38,2.39,Preamar
2025-10-26,Domingo,00:17,0.62,Baixa-mar
2025-10-26,Domingo,06:38,1.88,Preamar
2025-10-26,Domingo,12:25,0.77,Baixa-mar
2025-10-26,Domingo,18:47,1.96,Preamar
2025-10-11,Sábado,00:49,0.31,Baixa-mar
2025-10-11,Sábado,07:12,2.25,Preamar
2025-10-11,Sábado,13:06,0.56,Baixa-mar
2025-10-11,Sábado,19:31,2.21,Preamar
2025-10-27,Segunda-feira,00:59,0.74,Baixa-mar
2025-10-27,Segunda-feira,07:23,1.76,Preamar
2025-10-27,Segunda-feira,13:06,0.9,Baixa-mar
2025-10-27,Segunda-feira,19:32,1.85,Preamar
2025-10-12,Domingo,01:47,0.51,Baixa-mar
2025-10-12,Domingo,08:12,2.04,Preamar
2025-10-12,Domingo,14:08,0.77,Baixa-mar
2025-10-12,Domingo,20:40,2.04,Preamar
2025-10-28,Terça-feira,01:53,0.85,Baixa-mar
2025-10-28,Terça-feira,08:21,1.66,Preamar
2025-10-28,Terça-feira,14:10,1.0,Baixa-mar
2025-10-28,Terça-feira,20:42,1.77,Preamar
2025-10-13,Segunda-feira,03:12,0.68,Baixa-mar
2025-10-13,Segunda-feira,09:29,1.87,Preamar
2025-10-13,Segunda-feira,15:42,0.92,Baixa-mar
2025-10-13,Segunda-feira,22:01,1.93,Preamar
2025-10-29,Quarta-feira,03:21,0.9,Baixa-mar
2025-10-29,Quarta-feira,09:47,1.62,Preamar
2025-10-29,Quarta-feira,15:51,1.02,Baixa-mar
2025-10-29,Quarta-feira,22:04,1.77,Preamar
2025-10-14,Terça-feira,04:47,0.73,Baixa-mar
2025-10-14,Terça-feira,11:04,1.82,Preamar
2025-10-14,Terça-feira,17:17,0.92,Baixa-mar
2025-10-14,Terça-feira,23:36,1.94,Preamar
2025-10-30,Quinta-feira,04:46,0.84,Baixa-mar
2025-10-30,Quinta-feira,11:10,1.7,Preamar
2025-10-30,Quinta-feira,17:10,0.91,Baixa-mar
2025-10-30,Quinta-feira,23:25,1.87,Preamar
2025-10-15,Quarta-feira,06:14,0.66,Baixa-mar
2025-10-15,Quarta-feira,12:32,1.9,Preamar
2025-10-15,Quarta-feira,18:36,0.81,Baixa-mar
2025-10-31,Sexta-feira,05:55,0.7,Baixa-mar
2025-10-31,Sexta-feira,12:16,1.85,Preamar
2025-10-31,Sexta-feira,18:12,0.74,Baixa-mar
2025-10-16,Quinta-feira,00:51,2.05,Preamar
2025-10-16,Quinta-feira,07:14,0.55,Baixa-mar
2025-10-16,Quinta-feira,13:29,2.02,Preamar
2025-10-16,Quinta-feira,19:31,0.67,Baixa-mar
2025-11-01,Sábado,00:25,2.03,Preamar
2025-11-01,Sábado,06:47,0.54,Baixa-mar
2025-11-01,Sábado,13:04,2.03,Preamar
2025-11-01,Sábado,19:04,0.55,Baixa-mar
2025-11-17,Segunda-feira,02:27,2.11,Preamar
2025-11-17,Segunda-feira,08:31,0.43,Baixa-mar
2025-11-17,Segunda-feira,14:44,2.13,Preamar
2025-11-17,Segunda-feira,20:47,0.4,Baixa-mar
2025-11-02,Domingo,01:17,2.2,Preamar
2025-11-02,Domingo,07:34,0.38,Baixa-mar
2025-11-02,Domingo,13:49,2.2,Preamar
2025-11-02,Domingo,19:55,0.35,Baixa-mar
2025-11-18,Terça-feira,03:02,2.13,Preamar
2025-11-18,Terça-feira,09:02,0.4,Baixa-mar
2025-11-18,Terça-feira,15:16,2.19,Preamar
2025-11-18,Terça-feira,21:21,0.34,Baixa-mar
2025-11-03,Segunda-feira,02:06,2.36,Preamar
2025-11-03,Segunda-feira,08:17,0.24,Baixa-mar
2025-11-03,Segunda-feira,14:32,2.35,Preamar
2025-11-03,Segunda-feira,20:40,0.18,Baixa-mar
2025-11-19,Quarta-feira,03:36,2.14,Preamar
2025-11-19,Quarta-feira,09:32,0.39,Baixa-mar
2025-11-19,Quarta-feira,15:49,2.22,Preamar
2025-11-19,Quarta-feira,21:55,0.32,Baixa-mar
2025-11-04,Terça-feira,02:55,2.47,Preamar
2025-11-04,Terça-feira,09:02,0.14,Baixa-mar
2025-11-04,Terça-feira,15:17,2.46,Preamar
2025-11-04,Terça-feira,21:23,0.06,Baixa-mar
2025-11-20,Quinta-feira,04:08,2.13,Preamar
2025-11-20,Quinta-feira,10:04,0.4,Baixa-mar
2025-11-20,Quinta-feira,16:19,2.22,Preamar
2025-11-20,Quinta-feira,22:27,0.32,Baixa-mar
2025-11-05,Quarta-feira,03:40,2.53,Preamar
2025-11-05,Quarta-feira,09:46,0.1,Baixa-mar
2025-11-05,Quarta-feira,16:02,2.53,Preamar
2025-11-05,Quarta-feira,22:10,-0.0,Baixa-mar
2025-11-21,Sexta-feira,04:44,2.09,Preamar
2025-11-21,Sexta-feira,10:38,0.44,Baixa-mar
2025-11-21,Sexta-feira,16:55,2.2,Preamar
2025-11-21,Sexta-feira,23:02,0.35,Baixa-mar
2025-11-06,Quinta-feira,04:27,2.53,Preamar
2025-11-06,Quinta-feira,10:29,0.13,Baixa-mar
2025-11-06,Quinta-feira,16:47,2.53,Preamar
2025-11-06,Quinta-feira,22:59,0.01,Baixa-mar
2025-11-22,Sábado,05:16,2.04,Preamar
2025-11-22,Sábado,11:10,0.49,Baixa-mar
2025-11-22,Sábado,17:25,2.15,Preamar
2025-11-22,Sábado,23:36,0.41,Baixa-mar
2025-11-07,Sexta-feira,05:14,2.46,Preamar
2025-11-07,Sexta-feira,11:14,0.2,Baixa-mar
2025-11-07,Sexta-feira,17:32,2.48,Preamar
2025-11-07,Sexta-feira,23:46,0.1,Baixa-mar
2025-11-23,Domingo,05:53,1.96,Preamar
2025-11-23,Domingo,11:46,0.56,Baixa-mar
2025-11-23,Domingo,18:01,2.09,Preamar
2025-11-08,Sábado,06:04,2.33,Preamar
2025-11-08,Sábado,12:02,0.34,Baixa-mar
2025-11-08,Sábado,18:21,2.37,Preamar
2025-11-24,Segunda-feira,00:12,0.48,Baixa-mar
2025-11-24,Segunda-feira,06:29,1.88,Preamar
2025-11-24,Segunda-feira,12:17,0.65,Baixa-mar
2025-11-24,Segunda-feira,18:36,2.0,Preamar
2025-11-09,Domingo,00:40,0.23,Baixa-mar
2025-11-09,Domingo,07:01,2.17,Preamar
2025-11-09,Domingo,12:53,0.5,Baixa-mar
2025-11-09,Domingo,19:16,2.22,Preamar
2025-11-25,Terça-feira,00:53,0.56,Baixa-mar
2025-11-25,Terça-feira,07:12,1.79,Preamar
2025-11-25,Terça-feira,13:01,0.73,Baixa-mar
2025-11-25,Terça-feira,19:19,1.92,Preamar
2025-11-10,Segunda-feira,01:38,0.4,Baixa-mar
2025-11-10,Segunda-feira,08:01,2.0,Preamar
2025-11-10,Segunda-feira,13:53,0.67,Baixa-mar
2025-11-10,Segunda-feira,20:19,2.07,Preamar
2025-11-26,Quarta-feira,01:42,0.63,Baixa-mar
2025-11-26,Quarta-feira,08:04,1.73,Preamar
2025-11-26,Quarta-feira,13:55,0.79,Baixa-mar
2025-11-26,Quarta-feira,20:17,1.86,Preamar
2025-11-11,Terça-feira,02:53,0.55,Baixa-mar
2025-11-11,Terça-feira,09:06,1.86,Preamar
2025-11-11,Terça-feira,15:10,0.8,Baixa-mar
2025-11-11,Terça-feira,21:29,1.95,Preamar
2025-11-27,Quinta-feira,02:44,0.68,Baixa-mar
2025-11-27,Quinta-feira,09:06,1.69,Preamar
2025-11-27,Quinta-feira,15:02,0.81,Baixa-mar
2025-11-27,Quinta-feira,21:21,1.84,Preamar
2025-11-12,Quarta-feira,04:08,0.62,Baixa-mar
2025-11-12,Quarta-feira,10:25,1.79,Preamar
2025-11-12,Quarta-feira,16:36,0.83,Baixa-mar
2025-11-12,Quarta-feira,22:51,1.91,Preamar
2025-11-28,Sexta-feira,03:53,0.67,Baixa-mar
2025-11-28,Sexta-feira,10:16,1.72,Preamar
2025-11-28,Sexta-feira,16:17,0.76,Baixa-mar
2025-11-28,Sexta-feira,22:34,1.87,Preamar
2025-11-13,Quinta-feira,05:27,0.63,Baixa-mar
2025-11-13,Quinta-feira,11:44,1.82,Preamar
2025-11-13,Quinta-feira,17:47,0.77,Baixa-mar
2025-11-29,Sábado,04:59,0.61,Baixa-mar
2025-11-29,Sábado,11:23,1.81,Preamar
2025-11-29,Sábado,17:23,0.65,Baixa-mar
2025-11-29,Sábado,23:42,1.96,Preamar
2025-11-14,Sexta-feira,00:04,1.94,Preamar
2025-11-14,Sexta-feira,06:31,0.58,Baixa-mar
2025-11-14,Sexta-feira,12:44,1.9,Preamar
2025-11-14,Sexta-feira,18:47,0.67,Baixa-mar
2025-11-30,Domingo,06:01,0.52,Baixa-mar
2025-11-30,Domingo,12:21,1.94,Preamar
2025-11-30,Domingo,18:25,0.51,Baixa-mar
2025-11-15,Sábado,01:02,2.0,Preamar
2025-11-15,Sábado,07:17,0.52,Baixa-mar
2025-11-15,Sábado,13:29,1.99,Preamar
2025-11-15,Sábado,19:34,0.56,Baixa-mar
2025-11-16,Domingo,01:49,2.07,Preamar
2025-11-16,Domingo,07:57,0.47,Baixa-mar
2025-11-16,Domingo,14:08,2.07,Preamar
2025-11-16,Domingo,20:10,0.47,Baixa-mar
2025-12-01,Segunda-feira,00:44,2.06,Preamar
2025-12-01,Segunda-feira,06:55,0.41,Baixa-mar
2025-12-01,Segunda-feira,13:12,2.08,Preamar
2025-12-01,Segunda-feira,19:23,0.35,Baixa-mar
2025-12-17,Quarta-feira,02:31,1.9,Preamar
2025-12-17,Quarta-feira,08:32,0.51,Baixa-mar
2025-12-17,Quarta-feira,14:46,2.02,Preamar
2025-12-17,Quarta-feira,20:59,0.4,Baixa-mar
2025-12-02,Terça-feira,01:40,2.17,Preamar
2025-12-02,Terça-feira,07:51,0.31,Baixa-mar
2025-12-02,Terça-feira,14:04,2.21,Preamar
2025-12-02,Terça-feira,20:17,0.2,Baixa-mar
2025-12-18,Quinta-feira,03:10,1.94,Preamar
2025-12-18,Quinta-feira,09:06,0.46,Baixa-mar
2025-12-18,Quinta-feira,15:23,2.09,Preamar
2025-12-18,Quinta-feira,21:36,0.34,Baixa-mar
2025-12-03,Quarta-feira,02:32,2.26,Preamar
2025-12-03,Quarta-feira,08:42,0.23,Baixa-mar
2025-12-03,Quarta-feira,14:57,2.32,Preamar
2025-12-03,Quarta-feira,21:08,0.09,Baixa-mar
2025-12-19,Sexta-feira,03:49,1.98,Preamar
2025-12-19,Sexta-feira,09:46,0.42,Baixa-mar
2025-12-19,Sexta-feira,16:01,2.14,Preamar
2025-12-19,Sexta-feira,22:10,0.29,Baixa-mar
2025-12-04,Quinta-feira,03:25,2.31,Preamar
2025-12-04,Quinta-feira,09:27,0.19,Baixa-mar
2025-12-04,Quinta-feira,15:47,2.4,Preamar
2025-12-04,Quinta-feira,22:01,0.01,Baixa-mar
2025-12-20,Sábado,04:25,2.01,Preamar
2025-12-20,Sábado,10:21,0.39,Baixa-mar
2025-12-20,Sábado,16:36,2.17,Preamar
2025-12-20,Sábado,22:47,0.26,Baixa-mar
2025-12-05,Sexta-feira,04:16,2.33,Preamar
2025-12-05,Sexta-feira,10:16,0.18,Baixa-mar
2025-12-05,Sexta-feira,16:36,2.43,Preamar
2025-12-05,Sexta-feira,22:51,-0.0,Baixa-mar
2025-12-21,Domingo,05:02,2.02,Preamar
2025-12-21,Domingo,10:59,0.38,Baixa-mar
2025-12-21,Domingo,17:10,2.19,Preamar
2025-12-21,Domingo,23:23,0.25,Baixa-mar
2025-12-06,Sábado,05:06,2.3,Preamar
2025-12-06,Sábado,11:04,0.21,Baixa-mar
2025-12-06,Sábado,17:23,2.41,Preamar
2025-12-06,Sábado,23:40,0.04,Baixa-mar
2025-12-22,Segunda-feira,05:38,2.01,Preamar
2025-12-22,Segunda-feira,11:32,0.4,Baixa-mar
2025-12-22,Segunda-feira,17:46,2.18,Preamar
2025-12-07,Domingo,05:57,2.23,Preamar
2025-12-07,Domingo,11:53,0.28,Baixa-mar
2025-12-07,Domingo,18:10,2.35,Preamar
2025-12-23,Terça-feira,00:01,0.27,Baixa-mar
2025-12-23,Terça-feira,06:16,1.99,Preamar
2025-12-23,Terça-feira,12:08,0.42,Baixa-mar
2025-12-23,Terça-feira,18:19,2.15,Preamar
2025-12-08,Segunda-feira,00:31,0.13,Baixa-mar
2025-12-08,Segunda-feira,06:49,2.12,Preamar
2025-12-08,Segunda-feira,12:40,0.39,Baixa-mar
2025-12-08,Segunda-feira,19:02,2.23,Preamar
2025-12-24,Quarta-feira,00:38,0.31,Baixa-mar
2025-12-24,Quarta-feira,06:55,1.95,Preamar
2025-12-24,Quarta-feira,12:47,0.46,Baixa-mar
2025-12-24,Quarta-feira,19:02,2.1,Preamar
2025-12-09,Terça-feira,01:21,0.27,Baixa-mar
2025-12-09,Terça-feira,07:40,2.0,Preamar
2025-12-09,Terça-feira,13:31,0.52,Baixa-mar
2025-12-09,Terça-feira,19:55,2.1,Preamar
2025-12-25,Quinta-feira,01:17,0.36,Baixa-mar
2025-12-25,Quinta-feira,07:36,1.9,Preamar
2025-12-25,Quinta-feira,13:31,0.51,Baixa-mar
2025-12-25,Quinta-feira,19:49,2.04,Preamar
2025-12-10,Quarta-feira,02:17,0.42,Baixa-mar
2025-12-10,Quarta-feira,08:32,1.87,Preamar
2025-12-10,Quarta-feira,14:27,0.64,Baixa-mar
2025-12-10,Quarta-feira,20:53,1.96,Preamar
2025-12-26,Sexta-feira,02:04,0.42,Baixa-mar
2025-12-26,Sexta-feira,08:25,1.86,Preamar
2025-12-26,Sexta-feira,14:21,0.55,Baixa-mar
2025-12-26,Sexta-feira,20:46,1.98,Preamar
2025-12-11,Quinta-feira,03:17,0.54,Baixa-mar
2025-12-11,Quinta-feira,09:32,1.77,Preamar
2025-12-11,Quinta-feira,15:36,0.73,Baixa-mar
2025-12-11,Quinta-feira,21:51,1.85,Preamar
2025-12-27,Sábado,03:01,0.48,Baixa-mar
2025-12-27,Sábado,09:23,1.83,Preamar
2025-12-27,Sábado,15:27,0.58,Baixa-mar
2025-12-27,Sábado,21:47,1.93,Preamar
2025-12-12,Sexta-feira,04:21,0.63,Baixa-mar
2025-12-12,Sexta-feira,10:34,1.72,Preamar
2025-12-12,Sexta-feira,16:44,0.75,Baixa-mar
2025-12-12,Sexta-feira,22:59,1.79,Preamar
2025-12-28,Domingo,04:02,0.52,Baixa-mar
2025-12-28,Domingo,10:29,1.84,Preamar
2025-12-28,Domingo,16:38,0.56,Baixa-mar
2025-12-28,Domingo,22:59,1.92,Preamar
2025-12-13,Sábado,05:27,0.67,Baixa-mar
2025-12-13,Sábado,11:40,1.73,Preamar
2025-12-13,Sábado,17:46,0.73,Baixa-mar
2025-12-29,Segunda-feira,05:12,0.52,Baixa-mar
2025-12-29,Segunda-feira,11:40,1.89,Preamar
2025-12-29,Segunda-feira,17:51,0.49,Baixa-mar
2025-12-14,Domingo,00:04,1.77,Preamar
2025-12-14,Domingo,06:23,0.66,Baixa-mar
2025-12-14,Domingo,12:34,1.79,Preamar
2025-12-14,Domingo,18:47,0.66,Baixa-mar
2025-12-30,Terça-feira,00:10,1.94,Preamar
2025-12-30,Terça-feira,06:21,0.49,Baixa-mar
2025-12-30,Terça-feira,12:46,1.99,Preamar
2025-12-30,Terça-feira,19:02,0.38,Baixa-mar
2025-12-15,Segunda-feira,01:02,1.8,Preamar
2025-12-15,Segunda-feira,07:10,0.62,Baixa-mar
2025-12-15,Segunda-feira,13:21,1.86,Preamar
2025-12-15,Segunda-feira,19:36,0.57,Baixa-mar
2025-12-31,Quarta-feira,01:19,2.01,Preamar
2025-12-31,Quarta-feira,07:29,0.42,Baixa-mar
2025-12-31,Quarta-feira,13:47,2.1,Preamar
2025-12-31,Quarta-feira,20:06,0.25,Baixa-mar
2025-12-16,Terça-feira,01:51,1.85,Preamar
2025-12-16,Terça-feira,07:53,0.56,Baixa-mar
2025-12-16,Terça-feira,14:06,1.94,Preamar
2025-12-16,Terça-feira,20:17,0.49,Baixa-mar
